customer_id,plan_type,monthly_charge,tenure_months,total_charges,contract_type,payment_method,num_tickets,avg_satisfaction,created_at,churn_status
683,standard,32.73,26,823.48,two_year,credit_card,1,3.26,2024-03-25,0
684,premium,52.87,25,1294.79,one_year,cash,1,3.02,2024-08-29,0
685,standard,29.28,46,1396.48,one_year,credit_card,2,3.83,2024-03-22,0
686,standard,32.75,55,1818.45,month-to-month,bank_transfer,7,3.96,2024-06-20,1
687,basic,13.75,62,840.63,month-to-month,credit_card,1,3.5,2024-10-05,0
688,standard,31.94,47,1523.35,one_year,bank_transfer,5,3.07,2023-06-28,0
689,basic,18.42,60,1093.84,two_year,bank_transfer,1,4.36,2024-01-30,0
690,standard,30.33,25,779.75,one_year,credit_card,0,2.19,2023-05-25,0
691,standard,30.93,35,1084.16,two_year,cash,3,4.19,2023-07-17,0
692,premium,54.64,0,0.0,one_year,bank_transfer,0,3.92,2023-03-25,0
693,standard,30.35,7,226.05,month-to-month,credit_card,1,3.7,2024-10-30,1
694,basic,11.65,51,596.9,month-to-month,credit_card,1,3.49,2023-03-26,0
695,basic,14.12,46,657.49,month-to-month,credit_card,1,1.61,2024-04-01,0
696,basic,11.14,55,617.01,month-to-month,credit_card,1,4.89,2024-04-20,0
697,standard,27.3,13,359.0,two_year,bank_transfer,0,4.34,2023-09-10,0
698,standard,23.99,27,663.74,month-to-month,cash,0,2.54,2023-03-13,1
699,premium,55.79,1,107.47,month-to-month,bank_transfer,1,4.26,2023-08-11,1
700,basic,20.07,25,526.73,month-to-month,credit_card,3,3.69,2023-10-03,1
701,standard,28.63,13,376.58,month-to-month,credit_card,1,2.92,2023-09-03,1
702,standard,32.9,58,1901.99,month-to-month,credit_card,3,4.69,2023-12-07,0
703,standard,33.38,55,1831.89,month-to-month,bank_transfer,0,3.07,2024-07-26,0
704,standard,26.4,6,133.28,one_year,bank_transfer,2,4.86,2024-04-15,0
705,standard,27.05,2,67.39,month-to-month,credit_card,0,4.03,2024-03-29,0
706,standard,32.97,22,705.04,one_year,bank_transfer,0,4.46,2023-01-07,0
707,basic,14.72,17,242.79,month-to-month,cash,1,4.08,2023-07-07,1
708,standard,26.13,37,980.22,month-to-month,bank_transfer,2,4.03,2023-01-04,0
709,basic,13.09,14,178.51,month-to-month,cash,0,3.72,2024-10-06,1
710,standard,31.26,63,1959.53,one_year,bank_transfer,1,2.77,2023-05-05,0
711,standard,27.62,27,721.79,one_year,bank_transfer,3,3.56,2023-01-15,0
712,standard,21.68,38,847.95,month-to-month,bank_transfer,2,4.42,2024-06-08,0
713,premium,54.03,56,3009.02,month-to-month,bank_transfer,2,4.22,2024-09-21,0
714,premium,54.28,16,856.76,one_year,credit_card,0,4.0,2023-08-28,0
715,premium,55.03,43,2330.46,month-to-month,credit_card,0,1.4,2023-12-26,1
716,standard,33.78,24,810.32,month-to-month,credit_card,1,3.29,2024-06-01,0
717,standard,30.16,16,475.89,two_year,bank_transfer,1,,2023-11-16,0
718,standard,30.73,12,372.4,one_year,credit_card,3,2.4,2023-08-19,1
719,premium,58.17,24,1372.59,month-to-month,cash,4,4.4,2023-01-30,1
720,standard,30.03,67,2026.69,two_year,bank_transfer,1,1.47,2024-06-17,0
721,premium,61.41,9,515.91,one_year,bank_transfer,5,4.34,2023-06-05,0
722,premium,51.21,66,3378.02,month-to-month,credit_card,0,4.83,2024-09-21,0
723,standard,27.2,17,464.71,one_year,cash,2,3.29,2024-02-03,0
724,basic,16.84,33,556.88,one_year,cash,0,3.43,2023-12-12,0
725,basic,18.76,7,134.48,month-to-month,bank_transfer,5,,2023-07-14,0
726,premium,54.4,39,2137.37,month-to-month,credit_card,5,2.74,2023-06-17,1
727,basic,11.97,41,517.26,month-to-month,bank_transfer,0,4.16,2024-01-12,0
728,premium,60.28,40,2408.09,one_year,credit_card,0,2.58,2024-05-03,0
729,standard,27.62,5,118.74,month-to-month,credit_card,0,2.28,2023-12-28,1
730,standard,31.02,51,1593.23,two_year,bank_transfer,0,3.8,2024-04-26,0
731,premium,58.94,25,1467.9,one_year,bank_transfer,0,3.47,2023-09-01,0
732,standard,28.68,63,1832.13,month-to-month,bank_transfer,1,1.78,2024-08-03,0
733,standard,28.13,58,1619.5,one_year,cash,1,4.92,2024-08-29,0
734,standard,28.34,55,1541.54,month-to-month,bank_transfer,4,3.09,2024-08-11,0
735,standard,32.7,58,1899.48,one_year,bank_transfer,0,4.01,2023-06-20,0
736,standard,33.18,69,2254.61,one_year,credit_card,1,5.0,2024-05-27,0
737,basic,15.1,32,473.85,month-to-month,cash,2,3.75,2024-02-10,1
738,premium,60.65,52,3147.2,month-to-month,credit_card,0,4.77,2024-07-27,0
739,premium,55.1,21,1161.51,month-to-month,cash,1,2.64,2023-07-26,1
740,standard,33.88,20,657.67,month-to-month,cash,1,4.92,2023-06-03,0
741,standard,28.7,69,1962.71,month-to-month,credit_card,0,2.67,2023-02-17,0
742,standard,37.0,69,2576.14,month-to-month,bank_transfer,0,2.93,2024-10-10,0
743,standard,34.71,3,103.86,two_year,cash,0,2.05,2023-01-01,0
744,premium,54.62,61,3349.11,month-to-month,bank_transfer,1,3.77,2024-02-11,0
745,basic,19.3,61,1166.46,month-to-month,cash,2,4.13,2023-04-17,0
746,basic,19.15,23,439.36,one_year,cash,3,4.27,2023-06-22,0
747,standard,34.66,54,1875.93,month-to-month,bank_transfer,2,2.07,2024-05-20,0
748,standard,22.55,8,215.35,two_year,credit_card,2,3.87,2023-05-10,0
749,standard,32.16,2,59.97,one_year,cash,3,3.91,2024-02-02,1
750,standard,31.63,30,945.57,one_year,bank_transfer,5,4.11,2023-10-21,0
751,standard,31.41,39,1246.95,month-to-month,credit_card,0,2.73,2024-07-05,0
752,standard,30.66,35,1065.5,month-to-month,credit_card,2,1.0,2024-03-22,1
753,basic,15.74,23,367.71,month-to-month,bank_transfer,2,4.21,2023-01-16,0
754,standard,33.85,5,189.47,two_year,cash,1,3.35,2024-09-30,0
755,basic,16.62,65,1068.78,month-to-month,cash,0,3.78,2023-12-15,0
756,basic,15.65,3,53.76,month-to-month,bank_transfer,1,3.41,2023-07-22,0
757,standard,33.42,5,202.01,two_year,credit_card,1,3.73,2023-05-14,0
758,basic,16.25,50,830.93,month-to-month,credit_card,3,4.24,2024-06-09,0
759,basic,16.54,61,1014.64,month-to-month,cash,1,1.64,2024-05-22,0
760,basic,20.6,56,1149.11,month-to-month,credit_card,4,4.64,2023-03-07,0
761,premium,53.7,65,3478.41,two_year,credit_card,0,3.32,2024-04-24,0
762,premium,50.45,7,333.39,month-to-month,credit_card,1,5.0,2024-04-03,0
763,standard,30.22,25,785.69,one_year,bank_transfer,1,3.04,2023-12-08,0
764,premium,55.64,50,2808.31,one_year,cash,1,2.82,2024-09-17,0
765,standard,32.16,44,1401.9,month-to-month,credit_card,3,3.35,2023-06-08,0
766,standard,30.32,43,1310.51,one_year,bank_transfer,2,4.0,2023-06-10,0
767,basic,17.27,4,71.31,month-to-month,bank_transfer,0,3.23,2023-09-11,0
768,standard,37.51,69,2611.88,month-to-month,cash,1,4.07,2024-06-10,0
769,standard,32.4,25,817.66,one_year,credit_card,5,3.11,2024-07-02,1
770,standard,32.93,67,2205.85,two_year,bank_transfer,0,3.53,2023-06-04,0
771,standard,29.61,18,,one_year,credit_card,2,5.0,2024-04-30,0
772,standard,25.84,19,497.78,month-to-month,cash,3,3.86,2024-03-07,1
773,standard,23.11,11,247.25,month-to-month,bank_transfer,1,3.94,2023-01-27,0
774,premium,53.44,46,2462.65,month-to-month,credit_card,0,2.03,2023-01-12,1
775,standard,22.26,0,0.0,month-to-month,bank_transfer,1,4.85,2023-03-08,0
776,standard,31.54,13,402.57,month-to-month,bank_transfer,1,4.57,2024-06-25,0
777,standard,28.85,63,1798.1,month-to-month,credit_card,1,2.79,2023-04-06,0
778,standard,26.06,37,974.5,month-to-month,cash,1,4.55,2023-08-03,0
779,standard,30.39,36,1094.89,month-to-month,credit_card,2,3.83,2023-07-13,0
780,basic,12.78,10,163.55,month-to-month,bank_transfer,0,3.55,2024-10-08,1
781,standard,31.35,2,42.05,month-to-month,bank_transfer,1,4.79,2023-10-17,0
782,basic,17.12,32,560.35,two_year,bank_transfer,1,2.99,2024-06-27,0
783,standard,27.89,5,137.8,month-to-month,credit_card,1,2.78,2023-02-08,1
784,standard,29.29,49,1477.21,two_year,cash,2,3.71,2023-07-25,0
785,standard,30.64,9,286.74,two_year,bank_transfer,2,4.03,2024-07-08,0
786,basic,10.78,4,49.61,month-to-month,bank_transfer,4,4.47,2024-04-28,1
787,standard,30.64,22,,one_year,bank_transfer,1,3.35,2023-12-03,0
788,basic,10.71,9,82.33,one_year,bank_transfer,3,2.65,2024-05-10,0
789,premium,56.7,43,2444.33,one_year,credit_card,2,,2023-09-06,0
790,premium,53.69,1,26.04,month-to-month,credit_card,1,2.41,2023-03-15,1
791,premium,50.69,12,581.55,month-to-month,cash,1,3.56,2024-01-08,1
792,standard,28.26,39,1122.39,month-to-month,credit_card,0,4.28,2023-05-18,0
793,standard,28.39,1,0.0,month-to-month,bank_transfer,0,4.65,2024-04-01,0
794,basic,18.21,64,1159.05,one_year,cash,0,2.93,2024-03-19,0
795,standard,30.52,62,1871.26,one_year,credit_card,4,1.63,2023-12-19,0
796,standard,27.13,16,426.03,month-to-month,bank_transfer,0,2.91,2024-02-15,1
797,standard,34.95,8,283.29,one_year,bank_transfer,1,4.36,2024-11-08,0
798,premium,56.88,14,816.01,month-to-month,bank_transfer,0,4.14,2024-06-21,0
799,basic,13.99,23,346.12,month-to-month,credit_card,1,4.17,2024-03-28,1
800,premium,50.34,37,1844.2,two_year,credit_card,0,4.21,2024-02-23,0
801,standard,28.73,34,967.5,month-to-month,bank_transfer,0,4.84,2024-03-25,0
802,standard,29.34,48,1489.37,month-to-month,cash,1,2.72,2024-08-07,0
803,basic,16.11,68,1090.48,month-to-month,bank_transfer,1,2.3,2023-04-25,0
804,basic,16.82,61,1008.38,month-to-month,bank_transfer,4,3.87,2023-02-20,1
805,standard,32.42,59,1898.46,two_year,credit_card,1,2.45,2024-01-04,0
806,standard,25.17,49,1228.45,one_year,bank_transfer,0,2.24,2024-11-13,0
807,basic,15.63,8,117.19,two_year,credit_card,0,4.72,2024-05-29,0
808,standard,29.52,33,969.47,one_year,cash,4,3.75,2023-07-29,0
809,premium,63.03,34,2142.59,month-to-month,cash,2,3.53,2024-09-18,1
810,premium,55.19,0,0.0,month-to-month,bank_transfer,4,3.55,2024-11-09,1
811,premium,53.13,39,2052.96,one_year,cash,1,3.39,2024-03-10,0
812,standard,30.33,63,1918.18,month-to-month,credit_card,0,4.72,2023-08-15,0
813,standard,29.97,21,631.79,two_year,bank_transfer,1,1.99,2024-10-24,1
814,standard,24.03,59,1427.7,two_year,credit_card,1,1.94,2023-09-25,0
815,standard,31.22,63,1932.57,month-to-month,cash,0,2.56,2023-04-26,0
816,basic,14.07,71,1002.11,two_year,credit_card,3,3.79,2024-08-22,0
817,basic,14.92,10,109.49,two_year,bank_transfer,2,5.0,2023-12-26,0
818,standard,27.38,13,352.43,one_year,cash,3,4.37,2023-11-25,0
819,basic,11.72,59,704.64,month-to-month,credit_card,1,4.09,2023-02-09,0
820,standard,32.64,29,967.48,month-to-month,credit_card,1,3.42,2023-07-01,0
821,basic,18.33,34,629.91,month-to-month,bank_transfer,0,,2024-05-04,1
822,basic,16.25,36,598.51,month-to-month,bank_transfer,2,4.01,2023-07-28,0
823,standard,24.57,4,92.3,month-to-month,credit_card,2,,2023-09-30,0
824,standard,31.45,25,776.07,one_year,credit_card,2,3.26,2023-04-29,0
825,standard,24.61,61,1555.07,month-to-month,credit_card,3,2.94,2024-01-17,1
826,basic,13.02,3,55.6,one_year,cash,3,3.26,2024-06-19,1
827,basic,17.6,41,698.14,two_year,bank_transfer,0,4.1,2023-09-15,0
828,standard,31.97,17,508.8,two_year,credit_card,2,3.61,2024-04-27,0
829,standard,31.37,39,1214.13,month-to-month,credit_card,1,4.41,2024-05-23,0
830,standard,33.94,71,,two_year,credit_card,3,3.47,2023-04-02,0
831,standard,31.68,38,1204.81,month-to-month,credit_card,2,3.26,2023-06-10,0
832,premium,48.94,13,591.74,month-to-month,bank_transfer,1,3.73,2023-05-29,0
833,standard,28.89,31,892.04,one_year,credit_card,0,2.96,2023-04-27,0
834,standard,29.88,50,1493.95,month-to-month,credit_card,2,5.0,2024-04-02,0
835,standard,29.52,37,1043.93,month-to-month,bank_transfer,0,4.32,2024-07-18,0
836,standard,28.15,22,619.78,one_year,credit_card,2,2.4,2023-02-14,0
837,standard,26.91,62,1648.15,month-to-month,bank_transfer,1,2.75,2023-08-22,0
838,standard,37.2,14,484.09,month-to-month,bank_transfer,1,4.07,2024-01-10,1
839,standard,28.83,24,724.01,month-to-month,bank_transfer,0,3.68,2024-06-30,0
840,basic,22.05,16,331.65,one_year,bank_transfer,1,3.8,2023-07-16,0
841,basic,11.58,65,739.35,one_year,bank_transfer,0,3.31,2023-01-25,0
842,standard,31.97,52,1648.83,month-to-month,cash,1,3.96,2024-01-30,0
843,premium,55.69,50,2784.54,month-to-month,bank_transfer,3,3.33,2023-02-05,0
844,basic,12.23,38,500.07,month-to-month,bank_transfer,0,4.06,2024-04-18,0
845,premium,53.6,50,2656.08,month-to-month,cash,3,4.27,2023-08-11,0
846,standard,29.95,69,2060.41,one_year,bank_transfer,1,5.0,2024-06-13,0
847,premium,52.47,5,264.77,month-to-month,credit_card,1,2.99,2023-07-07,1
848,premium,54.23,66,3561.8,month-to-month,credit_card,0,3.49,2024-02-06,0
849,standard,22.91,6,131.0,one_year,credit_card,4,2.28,2023-09-14,1
850,basic,17.13,50,868.39,one_year,cash,1,5.0,2024-10-15,0
851,basic,18.68,71,1311.17,one_year,bank_transfer,1,1.52,2023-05-16,0
852,basic,16.36,41,,month-to-month,cash,1,5.0,2024-08-13,0
853,standard,36.79,63,2309.14,month-to-month,bank_transfer,2,3.59,2024-03-19,0
854,basic,17.05,14,236.62,month-to-month,bank_transfer,3,3.92,2024-02-22,1
855,standard,33.43,28,940.9,month-to-month,credit_card,1,3.33,2023-10-19,1
856,standard,33.72,32,1090.77,one_year,bank_transfer,5,3.53,2024-07-27,0
857,premium,46.75,26,1254.25,two_year,bank_transfer,1,4.09,2023-05-09,0
858,basic,16.27,35,516.28,one_year,cash,1,1.86,2023-12-07,0
859,basic,10.85,28,300.45,one_year,credit_card,1,2.85,2023-09-14,0
860,basic,11.46,37,396.73,month-to-month,bank_transfer,5,2.65,2024-07-19,1
861,premium,51.98,56,2903.17,one_year,bank_transfer,2,3.95,2024-11-17,0
862,standard,29.06,26,773.18,month-to-month,bank_transfer,2,3.5,2023-04-10,0
863,basic,16.95,54,939.26,month-to-month,bank_transfer,1,4.12,2023-02-08,0
864,basic,16.3,32,546.49,month-to-month,bank_transfer,2,3.66,2023-09-20,1
865,basic,14.96,67,1027.03,month-to-month,credit_card,4,4.56,2023-05-30,0
866,basic,17.17,65,1112.57,month-to-month,bank_transfer,1,2.76,2024-09-24,0
867,premium,57.35,9,544.12,two_year,bank_transfer,3,3.56,2024-11-20,1
868,standard,31.33,4,157.26,month-to-month,cash,1,4.61,2023-11-26,1
869,standard,24.83,37,921.49,month-to-month,cash,3,4.41,2023-04-30,0
870,premium,52.78,12,656.9,month-to-month,credit_card,0,2.02,2024-08-06,1
871,basic,15.08,30,453.22,one_year,credit_card,1,2.48,2023-08-07,0
872,standard,32.2,46,1509.4,one_year,cash,0,3.42,2023-05-03,0
873,premium,51.01,51,2598.28,one_year,bank_transfer,0,3.27,2023-09-01,0
874,standard,29.97,55,1636.16,month-to-month,cash,2,3.43,2024-08-09,0
875,standard,25.3,14,331.8,one_year,credit_card,0,4.3,2024-06-01,0
876,basic,18.08,28,502.77,month-to-month,bank_transfer,2,3.79,2023-01-21,1
877,basic,15.73,7,111.8,two_year,cash,5,3.85,2023-07-09,1
878,basic,10.96,4,24.92,one_year,cash,2,4.17,2023-08-13,1
879,standard,25.94,28,721.32,month-to-month,credit_card,1,4.57,2024-09-06,0
880,standard,31.16,46,1422.83,month-to-month,bank_transfer,1,1.0,2024-04-10,1
881,premium,59.12,67,3939.5,month-to-month,bank_transfer,1,3.11,2023-04-09,0
882,standard,26.71,44,1195.96,month-to-month,credit_card,1,2.62,2023-12-29,0
883,premium,57.36,1,81.6,month-to-month,bank_transfer,1,3.98,2023-03-24,1
884,premium,53.37,26,1408.25,one_year,bank_transfer,2,3.04,2024-11-23,0
885,basic,17.47,35,609.77,month-to-month,cash,1,3.58,2024-10-25,0
886,standard,32.05,35,1121.3,month-to-month,bank_transfer,5,4.35,2023-02-25,1
887,basic,15.47,25,365.49,month-to-month,credit_card,0,2.9,2023-01-22,0
888,standard,24.5,42,1037.29,month-to-month,credit_card,3,3.86,2024-08-02,0
889,premium,57.04,26,1486.43,two_year,bank_transfer,2,5.0,2023-07-04,0
890,basic,16.51,68,1179.56,month-to-month,credit_card,0,4.33,2024-06-05,0
891,standard,31.23,19,615.11,one_year,bank_transfer,2,1.91,2024-07-31,0
892,standard,30.59,10,312.2,two_year,credit_card,5,3.21,2023-09-21,1
893,standard,27.36,37,1011.49,one_year,cash,1,3.86,2023-08-13,0
894,standard,33.25,5,186.28,two_year,cash,2,4.05,2024-09-26,0
895,standard,32.69,71,2302.68,month-to-month,bank_transfer,3,3.25,2023-02-07,0
896,basic,11.77,22,281.73,two_year,cash,1,2.86,2023-05-03,0
897,basic,18.94,46,849.5,month-to-month,bank_transfer,0,3.57,2023-06-05,0
898,basic,15.4,45,681.77,month-to-month,bank_transfer,1,2.41,2023-10-28,0
899,standard,30.39,11,297.53,one_year,credit_card,0,4.6,2023-03-08,0
900,basic,14.47,12,185.92,two_year,bank_transfer,1,5.0,2024-10-06,0
901,premium,54.77,61,3345.97,two_year,bank_transfer,1,3.89,2024-01-29,0
902,standard,34.11,59,2001.26,month-to-month,cash,3,,2024-10-13,0
903,standard,33.1,42,1371.62,month-to-month,bank_transfer,2,4.44,2024-08-16,0
904,standard,33.04,67,2241.25,two_year,cash,3,4.27,2024-07-23,0
905,standard,30.55,4,119.53,month-to-month,bank_transfer,2,3.22,2024-10-22,1
906,premium,57.67,36,2060.77,one_year,credit_card,1,3.45,2024-02-09,0
907,basic,12.5,71,925.94,two_year,cash,1,2.89,2024-03-24,0
908,basic,16.75,30,489.36,month-to-month,bank_transfer,1,3.66,2023-05-11,0
909,standard,29.54,8,259.09,month-to-month,credit_card,0,3.8,2023-03-10,0
910,basic,10.0,50,476.98,month-to-month,bank_transfer,0,2.72,2023-12-11,0
911,basic,10.24,28,279.62,month-to-month,credit_card,1,2.43,2023-11-16,0
912,standard,28.01,39,1102.44,two_year,bank_transfer,3,2.17,2023-06-26,0
913,basic,16.25,40,648.84,month-to-month,bank_transfer,2,3.92,2024-08-06,0
914,standard,28.01,10,284.98,two_year,bank_transfer,0,3.49,2024-06-12,0
915,basic,13.23,22,280.28,month-to-month,cash,1,3.42,2023-06-09,0
916,premium,57.29,0,0.0,two_year,bank_transfer,2,,2024-08-04,0
917,standard,28.33,45,1304.16,month-to-month,credit_card,0,2.6,2024-09-16,0
918,standard,33.99,20,670.24,month-to-month,bank_transfer,1,2.43,2024-06-16,1
919,standard,33.5,35,1178.28,month-to-month,cash,0,3.74,2023-05-15,0
920,premium,55.07,53,2932.75,one_year,credit_card,0,,2023-04-21,0
921,basic,17.26,56,972.74,one_year,credit_card,0,3.24,2023-10-10,0
922,premium,56.85,0,0.0,two_year,credit_card,0,5.0,2024-06-03,0
923,standard,29.26,62,1837.32,month-to-month,credit_card,2,2.15,2023-07-13,0
924,standard,32.58,53,1737.01,month-to-month,cash,2,3.07,2023-02-16,0
925,standard,33.03,54,1787.6,month-to-month,bank_transfer,0,1.38,2023-12-08,0
926,basic,12.14,39,476.97,month-to-month,credit_card,2,3.27,2023-08-30,1
927,standard,30.46,14,460.09,month-to-month,bank_transfer,2,5.0,2024-06-05,0
928,standard,30.43,20,594.0,two_year,credit_card,0,3.97,2024-01-05,0
929,basic,17.55,46,815.61,two_year,cash,2,2.89,2023-05-11,0
930,standard,28.67,52,1480.27,two_year,cash,0,5.0,2023-09-27,0
931,basic,13.21,8,66.95,one_year,credit_card,1,1.76,2023-03-02,0
932,basic,15.51,51,751.76,month-to-month,cash,2,3.95,2023-06-13,0
933,basic,18.54,56,1017.95,month-to-month,bank_transfer,0,3.56,2024-06-08,0
934,basic,11.4,25,271.83,month-to-month,credit_card,1,3.25,2023-09-29,1
935,standard,26.93,40,1120.66,two_year,credit_card,0,4.31,2023-05-13,0
936,basic,13.44,34,470.93,month-to-month,bank_transfer,2,2.32,2023-09-01,1
937,premium,53.97,62,3361.91,month-to-month,bank_transfer,1,3.81,2024-03-09,0
938,standard,24.7,24,580.06,month-to-month,cash,2,3.69,2023-02-07,1
939,basic,19.49,37,722.36,month-to-month,bank_transfer,0,2.63,2024-07-21,0
940,standard,29.61,1,75.73,two_year,cash,1,5.0,2023-11-15,0
941,premium,54.16,6,300.67,one_year,bank_transfer,3,3.32,2024-05-24,1
942,standard,34.87,33,1159.83,month-to-month,cash,1,3.36,2024-01-11,0
943,basic,17.15,16,306.63,two_year,bank_transfer,2,2.47,2024-07-13,0
944,premium,53.39,42,2261.7,one_year,credit_card,2,3.34,2024-09-08,0
945,standard,30.49,58,1804.45,month-to-month,bank_transfer,1,5.0,2024-04-18,0
946,basic,14.87,50,747.76,month-to-month,cash,1,3.25,2023-02-28,0
947,basic,19.35,53,1037.62,month-to-month,credit_card,0,4.02,2024-08-11,0
948,standard,29.5,23,680.7,month-to-month,cash,0,4.45,2024-05-13,1
949,basic,10.67,24,266.75,two_year,credit_card,0,3.32,2023-08-06,0
950,premium,49.37,70,3437.6,month-to-month,bank_transfer,3,3.09,2024-07-20,0
951,standard,34.43,51,1771.78,two_year,cash,2,3.97,2024-07-20,0
952,premium,52.63,69,3637.35,month-to-month,credit_card,3,3.26,2023-05-09,0
953,standard,32.01,32,1025.57,month-to-month,credit_card,1,3.17,2024-01-18,0
954,basic,15.22,48,765.49,month-to-month,bank_transfer,1,4.44,2024-01-23,0
955,basic,13.75,28,379.69,month-to-month,cash,5,3.43,2023-03-26,1
956,standard,29.22,62,1835.8,month-to-month,credit_card,2,4.71,2024-05-24,0
957,standard,34.75,21,755.9,two_year,cash,1,3.41,2024-09-18,1
958,standard,25.66,25,658.61,month-to-month,credit_card,0,2.18,2024-03-12,0
959,basic,13.84,27,354.38,one_year,cash,2,1.0,2023-10-20,1
960,basic,17.72,48,857.74,month-to-month,cash,2,1.66,2023-02-18,1
961,basic,11.15,70,819.67,month-to-month,bank_transfer,5,1.83,2023-03-08,1
962,standard,33.95,48,1593.23,month-to-month,bank_transfer,0,3.77,2023-05-09,0
963,basic,17.68,19,332.17,one_year,bank_transfer,0,2.53,2023-01-29,0
964,standard,30.82,62,1934.09,month-to-month,bank_transfer,1,1.53,2023-12-09,0
965,standard,28.49,60,1707.09,month-to-month,credit_card,0,3.37,2024-06-28,0
966,premium,50.77,48,2453.16,one_year,credit_card,1,2.42,2023-04-29,0
967,standard,32.12,70,2276.58,month-to-month,credit_card,2,3.96,2024-11-22,0
968,basic,23.25,0,4.64,month-to-month,bank_transfer,1,3.94,2024-10-24,1
969,standard,30.44,12,375.46,month-to-month,credit_card,2,4.04,2023-05-13,0
970,standard,24.52,50,1227.84,two_year,bank_transfer,0,1.0,2023-11-23,0
971,standard,31.37,55,1731.31,one_year,cash,1,3.55,2023-07-04,0
972,premium,57.58,61,3554.43,month-to-month,credit_card,1,3.38,2024-05-20,0
973,premium,52.25,31,1618.47,month-to-month,bank_transfer,2,2.28,2024-10-07,1
974,basic,13.06,29,371.68,two_year,bank_transfer,0,1.36,2024-11-19,0
975,basic,12.76,28,378.12,one_year,cash,1,3.39,2024-06-17,0
976,standard,28.41,48,1346.82,month-to-month,cash,0,4.56,2023-08-29,0
977,standard,29.48,44,1284.83,two_year,cash,1,1.0,2024-08-11,1
978,basic,12.42,29,348.01,month-to-month,cash,1,2.67,2024-05-30,1
979,standard,26.29,15,389.23,month-to-month,credit_card,3,3.63,2023-06-14,1
980,standard,30.52,39,1186.04,one_year,cash,4,4.62,2024-10-01,0
981,basic,14.45,18,274.08,month-to-month,bank_transfer,0,3.19,2024-07-10,0
982,standard,28.69,17,480.88,two_year,credit_card,2,5.0,2023-08-06,0
983,premium,55.25,0,14.79,one_year,cash,0,1.7,2024-10-09,0
984,basic,10.44,46,497.52,one_year,credit_card,2,1.48,2024-11-10,0
985,standard,30.79,65,1988.28,month-to-month,bank_transfer,0,4.52,2024-08-27,0
986,standard,28.75,37,1080.6,month-to-month,credit_card,0,1.15,2023-01-05,1
987,premium,55.72,50,2804.67,month-to-month,bank_transfer,1,3.96,2024-10-29,0
988,premium,56.2,62,3449.18,one_year,bank_transfer,2,3.21,2023-03-22,0
989,standard,33.39,3,106.04,month-to-month,bank_transfer,1,2.6,2023-09-04,1
990,standard,30.31,0,0.0,month-to-month,bank_transfer,2,3.07,2024-05-07,1
991,standard,33.2,7,258.46,one_year,credit_card,0,2.21,2024-10-10,0
992,standard,29.03,28,802.51,month-to-month,cash,3,3.18,2024-01-21,1
993,basic,14.18,54,738.93,one_year,credit_card,1,3.52,2024-07-28,0
994,basic,14.73,2,28.86,month-to-month,bank_transfer,3,,2023-11-03,1
995,basic,17.32,31,518.98,two_year,cash,1,2.92,2024-09-19,0
996,standard,31.89,9,304.0,month-to-month,cash,2,3.75,2024-09-16,1
997,basic,15.41,33,492.36,month-to-month,bank_transfer,5,5.0,2024-06-26,1
998,premium,51.32,54,2770.93,month-to-month,bank_transfer,0,3.23,2023-01-07,0
999,basic,16.84,31,,month-to-month,cash,2,4.32,2024-05-29,0
1000,basic,12.42,49,630.55,one_year,cash,2,2.53,2024-07-21,0
